상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,대지구분명,지번본번지,지번주소,도로명,건물본번지,도로명주소,경도,위도
삼어로드37,음식,한식,한식/백반/한정식,부산광역시,해운대구,반여4동,반여동,대지,1126,부산광역시 해운대구 반여동 1126-16,부산광역시 해운대구 삼어로133번길,37,부산광역시 해운대구 삼어로133번길 37,129.117679084182,35.2087298471479
애플앤짐스,학문/교육,학원-음악미술무용,피아노/바이올린/기타,부산광역시,부산진구,전포2동,전포동,대지,874,부산광역시 부산진구 전포동 874-1,부산광역시 부산진구 중앙대로,808,부산광역시 부산진구 중앙대로 808,129.064186135409,35.1635204981398
만복김밥,음식,분식,라면김밥분식,부산광역시,해운대구,재송1동,재송동,대지,380,부산광역시 해운대구 재송동 380-17,부산광역시 해운대구 재반로63번길,29,부산광역시 해운대구 재반로63번길 29,129.125279566274,35.184881045169
뷰티311,생활서비스,이/미용/건강,비만/피부관리,부산광역시,해운대구,우3동,우동,대지,1435,부산광역시 해운대구 우동 1435,부산광역시 해운대구 마린시티3로,23,부산광역시 해운대구 마린시티3로 23,129.14695175391,35.1566628101459
댄디,음식,커피점/카페,커피전문점/카페/다방,부산광역시,사상구,괘법동,괘법동,대지,564,부산광역시 사상구 괘법동 564-25,부산광역시 사상구 광장로,46,부산광역시 사상구 광장로 46,128.981630947777,35.1617026640296
동서인테리어,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,부산광역시,부산진구,개금3동,개금동,대지,269,부산광역시 부산진구 개금동 269-2,부산광역시 부산진구 백양대로,243,부산광역시 부산진구 백양대로 243,129.024363894996,35.1565895083723
휴대폰할인마트,소매,사진/광학/정밀기기소매,핸드폰소매,부산광역시,사하구,하단2동,하단동,대지,498,부산광역시 사하구 하단동 498-16,부산광역시 사하구 낙동대로,521,부산광역시 사하구 낙동대로 521-1,128.965288487093,35.1106973159045
엘리움병원,의료,병원,이비인후과의원,부산광역시,해운대구,좌2동,좌동,대지,1473,부산광역시 해운대구 좌동 1473-2,부산광역시 해운대구 해운대로,794,부산광역시 해운대구 해운대로 794,129.175761858354,35.1688166604973
경허브다이어트,소매,건강/미용식품,건강식품판매,부산광역시,부산진구,연지동,연지동,대지,353,부산광역시 부산진구 연지동 353-1,부산광역시 부산진구 새싹로,177,부산광역시 부산진구 새싹로 177,129.049531148133,35.1719681932046
하나비,음식,한식,한식/백반/한정식,부산광역시,사하구,다대1동,다대동,대지,1548,부산광역시 사하구 다대동 1548-37,부산광역시 사하구 다대로,704,부산광역시 사하구 다대로 704,128.964647195995,35.048784393409
광명자동차정비,생활서비스,자동차/이륜차,자동차정비/카센타,부산광역시,사상구,삼락동,삼락동,대지,388,부산광역시 사상구 삼락동 388-1,부산광역시 사상구 낙동대로,1354,부산광역시 사상구 낙동대로 1354,128.977391527451,35.1807564394072
당감새시장,소매,종합소매점,시장/종합상가,부산광역시,부산진구,당감1동,당감동,대지,479,부산광역시 부산진구 당감동 479-9,부산광역시 부산진구 동평로44번길,46,부산광역시 부산진구 동평로44번길 46,129.035542622324,35.1639490073748
천지연,음식,한식,한식/백반/한정식,부산광역시,사상구,엄궁동,엄궁동,대지,533,부산광역시 사상구 엄궁동 533-5,부산광역시 사상구 낙동대로,779,부산광역시 사상구 낙동대로 779,128.971150994433,35.1305084670403
기장갈치,음식,일식/수산물,갈치/생선구이,부산광역시,해운대구,재송1동,재송동,대지,1093,부산광역시 해운대구 재송동 1093-8,부산광역시 해운대구 재송1로20번길,61,부산광역시 해운대구 재송1로20번길 61,129.122130741987,35.185045468249
처갓집양념치킨,음식,닭/오리요리,후라이드/양념치킨,부산광역시,사하구,장림2동,장림동,대지,604,부산광역시 사하구 장림동 604-209,부산광역시 사하구 장평로,123,부산광역시 사하구 장평로 123,128.972744990401,35.0772134397137
골든팝,음식,유흥주점,호프/맥주,부산광역시,부산진구,개금2동,개금동,대지,618,부산광역시 부산진구 개금동 618-2,부산광역시 부산진구 복지로,70,부산광역시 부산진구 복지로 70,129.019662280679,35.1474709763083
김밥도시,음식,분식,라면김밥분식,부산광역시,부산진구,개금1동,개금동,대지,563,부산광역시 부산진구 개금동 563-1,부산광역시 부산진구 엄광로,63,부산광역시 부산진구 엄광로 63,129.023126549624,35.1480547245133
노쎄,음식,일식/수산물,음식점-일식,부산광역시,부산진구,전포1동,전포동,대지,685,부산광역시 부산진구 전포동 685-10,부산광역시 부산진구 서전로38번길,66,부산광역시 부산진구 서전로38번길 66,129.063775974891,35.1547806020401
얼바인,소매,가구소매,일반가구소매,부산광역시,해운대구,우1동,우동,대지,1434,부산광역시 해운대구 우동 1434,부산광역시 해운대구 마린시티3로,1,부산광역시 해운대구 마린시티3로 1,129.147596264231,35.1580087816546
17피카소,생활서비스,광고/인쇄,인쇄종합,부산광역시,부산진구,부전2동,부전동,대지,503,부산광역시 부산진구 부전동 503-15,부산광역시 부산진구 가야대로,772,부산광역시 부산진구 가야대로 772,129.056437700996,35.1568098468641
IMAGIK서면복사,생활서비스,대행업,복사대행,부산광역시,부산진구,부전2동,부전동,대지,198,부산광역시 부산진구 부전동 198-13,부산광역시 부산진구 신천대로50번길,62,부산광역시 부산진구 신천대로50번길 62,129.060072402883,35.1535601273399
지니샵네일,생활서비스,이/미용/건강,발/네일케어,부산광역시,해운대구,좌2동,좌동,대지,1479,부산광역시 해운대구 좌동 1479-1,부산광역시 해운대구 해운대로,802,부산광역시 해운대구 해운대로 802,129.176689134256,35.1691772216307
골드로드면세백화점,소매,종합소매점,백화점,부산광역시,부산진구,범천1동,범천동,대지,1643,부산광역시 부산진구 범천동 1643,부산광역시 부산진구 범일로154번길,33,부산광역시 부산진구 범일로154번길 33,129.061100879876,35.1440143826974
피아노의숲,학문/교육,학원-음악미술무용,서예/서화/미술,부산광역시,사하구,하단1동,하단동,대지,1176,부산광역시 사하구 하단동 1176,부산광역시 사하구 하신중앙로,265,부산광역시 사하구 하신중앙로 265,128.958514989264,35.099943163647
대경사,소매,종합소매점,종합소매,부산광역시,부산진구,범천1동,범천동,대지,836,부산광역시 부산진구 범천동 836-1,부산광역시 부산진구 범일로,134,부산광역시 부산진구 범일로 134,129.059801171532,35.1419525501244
장수유황오리,음식,닭/오리요리,오리고기전문,부산광역시,부산진구,양정1동,양정동,대지,389,부산광역시 부산진구 양정동 389-23,부산광역시 부산진구 중앙대로909번길,23,부산광역시 부산진구 중앙대로909번길 23,129.069295056553,35.1722730756518
해운대송정게스트하우스,숙박,모텔/여관/여인숙,모텔/여관/여인숙,부산광역시,해운대구,송정동,송정동,대지,297,부산광역시 해운대구 송정동 297-36,부산광역시 해운대구 송정해변로,36,부산광역시 해운대구 송정해변로 36-8,129.202098890373,35.180943049718
롯데당구클럽,관광/여가/오락,PC/오락/당구/볼링등,당구장,부산광역시,사하구,하단2동,하단동,대지,529,부산광역시 사하구 하단동 529-4,부산광역시 사하구 낙동대로,484,부산광역시 사하구 낙동대로 484,128.967733608765,35.1078203582576
동양이앤지,소매,가방/신발/액세서리,가방/가죽제품소매,부산광역시,사상구,감전동,감전동,대지,124,부산광역시 사상구 감전동 124-49,부산광역시 사상구 새벽로167번길,100,부산광역시 사상구 새벽로167번길 100,128.978134936519,35.157575488038
서울깍두기,음식,한식,한식/백반/한정식,부산광역시,해운대구,우2동,우동,대지,1488,부산광역시 해운대구 우동 1488,부산광역시 해운대구 센텀동로,25,부산광역시 해운대구 센텀동로 25,129.131457070193,35.1719247156101
1번가부동산,부동산,부동산중개,부동산중개,부산광역시,해운대구,중1동,중동,대지,864,부산광역시 해운대구 중동 864-3,부산광역시 해운대구 좌동순환로468번가길,43,부산광역시 해운대구 좌동순환로468번가길 43,129.174371960678,35.163764393264
도니친구미나리,음식,한식,기타고기요리,부산광역시,사하구,괴정2동,괴정동,대지,235,부산광역시 사하구 괴정동 235-8,부산광역시 사하구 대티로1번길,31,부산광역시 사하구 대티로1번길 31,128.999142915651,35.1045909235203
가마솥식당,음식,중식,중국음식/중국집,부산광역시,해운대구,반송2동,반송동,대지,216,부산광역시 해운대구 반송동 216-112,부산광역시 해운대구 윗반송로51번길,27,부산광역시 해운대구 윗반송로51번길 27,129.155142585237,35.2297948495115
삼겹앤찜,음식,한식,갈비/삼겹살,부산광역시,사하구,당리동,당리동,대지,337,부산광역시 사하구 당리동 337-1,부산광역시 사하구 괴정로,117,부산광역시 사하구 괴정로 117,128.976861485557,35.1015094086132
현대종합인쇄,생활서비스,광고/인쇄,인쇄종합,부산광역시,부산진구,개금1동,개금동,대지,188,부산광역시 부산진구 개금동 188-10,부산광역시 부산진구 개금온정로,6,부산광역시 부산진구 개금온정로 6-1,129.025670774888,35.1540275014579
옹가네식품,소매,음/식료품소매,식료품점,부산광역시,사하구,당리동,당리동,대지,354,부산광역시 사하구 당리동 354-2,부산광역시 사하구 승학로131번길,43,부산광역시 사하구 승학로131번길 43,128.983211480912,35.1060191999727
오후엔치킨,음식,닭/오리요리,후라이드/양념치킨,부산광역시,사하구,다대1동,다대동,대지,1548,부산광역시 사하구 다대동 1548,부산광역시 사하구 다대낙조2길,85,부산광역시 사하구 다대낙조2길 85,128.961440255002,35.0529293260335
오텔레콤,소매,사진/광학/정밀기기소매,핸드폰소매,부산광역시,해운대구,반여2동,반여동,대지,1291,부산광역시 해운대구 반여동 1291-552,부산광역시 해운대구 재반로,215,부산광역시 해운대구 재반로 215-1,129.13075635053,35.1966291013409
카이시소소,음식,한식,한식/백반/한정식,부산광역시,부산진구,부전2동,부전동,대지,254,부산광역시 부산진구 부전동 254-11,부산광역시 부산진구 서면로68번길,45,부산광역시 부산진구 서면로68번길 45,129.05857585083,35.1549523430237
산장여관,숙박,모텔/여관/여인숙,모텔/여관/여인숙,부산광역시,해운대구,반여3동,반여동,대지,1603,부산광역시 해운대구 반여동 1603-11,부산광역시 해운대구 재반로,263,부산광역시 해운대구 재반로 263,129.131461761592,35.2007778692197
요거프레소,음식,커피점/카페,커피전문점/카페/다방,부산광역시,부산진구,개금3동,개금동,대지,596,부산광역시 부산진구 개금동 596,부산광역시 부산진구 백양대로300번길,19,부산광역시 부산진구 백양대로300번길 19,129.018480341714,35.1547822337126
